AnnualIncome,TotalDebt,Age,PaymentHistory,Creditworthy
46106.12972954593,16733.416643704084,60,1,1
27452.855703228408,17439.531979085004,30,1,0
46313.85403871084,12767.977453651949,30,1,0
45909.146453784946,29898.63438602082,39,2,0
20000.0,0.0,45,1,0
49185.577002232814,6715.029752197541,69,2,1
46535.98204686983,13967.452398509526,64,2,1
60443.095472201276,0.0,62,1,1
77734.34142418018,13241.455955679288,39,2,1
66898.47544321636,31614.70165728018,60,1,0
45966.669641677545,15208.864882959619,36,1,0
33402.11136887495,17307.009057186835,25,2,0
88600.3970487479,2398.3523482741966,69,1,1
50888.27651021732,8836.385919605225,25,0,0
50208.939378694195,11248.03619676063,59,2,1
49638.12369334995,11822.84903243766,43,2,1
52971.271411517824,27816.43795003769,65,1,0
47834.593821140865,20576.910607251244,68,2,1
41395.069896796456,3885.4204306296797,43,2,1
41797.115881394115,17465.04778432005,40,2,0
49508.70094676002,19982.217484967852,60,0,0
41848.62843299352,26401.490385212666,30,2,0
39307.313259842536,30805.406865683733,45,2,0
51596.453415378455,4849.058081721314,26,2,0
46175.34173868717,6891.424887896618,37,2,1
72559.89482874033,2424.2214108538374,36,1,1
20000.0,12659.801408930187,65,0,0
66372.60277883692,19663.583744463343,56,1,1
68691.27788746444,24873.34516589102,68,1,1
20000.0,14240.489763574773,29,2,0
44859.68608879477,11801.52476745156,32,1,1
44428.38701006313,16517.579922487403,48,2,1
28887.32457923268,6648.57098369977,31,2,1
38332.74968613687,35895.38721694773,28,1,0
33341.36231801257,0.0,43,1,0
76284.05665135435,16847.405788957243,59,2,0
64035.17589721191,35236.06219229639,44,2,1
69073.32642491237,15067.998445599978,28,1,1
60825.08096064853,13099.609649985056,55,1,1
33064.22343174156,11425.545771895728,51,2,1
42132.196005803395,13196.083182375922,60,2,1
57340.61841841877,28728.4847467653,36,1,0
31668.082866620818,0.0,23,2,1
60694.97645258582,30334.337012963253,63,0,0
46395.119027627974,760.4284754985492,69,0,1
44377.68788675604,12333.476707655853,55,1,1
60664.39952305237,10707.555797013381,66,1,1
56663.9496722906,20885.532697707196,59,1,1
44585.507512713804,0.0,45,1,1
67389.94705046373,19621.72666081943,18,1,0
33784.05008600154,35243.09623286853,52,0,0
59239.034104163955,1368.2599540718948,57,1,1
58896.51886952575,16897.061676103956,25,2,1
45356.803410290144,8380.178222033908,69,1,1
54891.99533363177,19258.872061930357,64,1,0
31233.296354220456,15191.47777415752,24,2,0
63860.40528810352,8585.130909556905,28,2,1
47226.46795335517,19878.72284871074,56,1,0
42159.154692214404,33043.481097867436,21,2,0
65735.13838755334,13090.962082727014,42,2,1
39434.84464185861,22197.57942148182,29,2,0
28873.080554546606,2067.2704212883637,43,0,0
26650.562397141442,5435.636231819912,55,2,1
59090.14927018459,19724.062778803775,63,0,0
30793.559712555754,29841.16028535965,29,2,0
76321.91272976546,18556.1334878566,60,2,1
20000.0,11869.419694768458,68,1,1
75446.84552435057,14992.91405423354,54,2,1
53165.26200803927,2495.9226603028255,63,0,1
48549.30332194411,21045.153263553668,41,2,0
41826.21369786575,23823.33062323409,33,1,0
55987.04171528106,10479.096671669196,30,1,1
49435.47946362727,10299.578522404985,42,0,1
66549.52823024782,17658.782296520483,69,2,1
51713.41472993059,10632.802639594045,21,0,0
52254.52642192817,14338.673853741775,28,0,0
44545.81681679216,35997.217891665154,49,1,0
49145.81564418399,12529.742992540034,66,2,1
54617.026533380886,11416.598479787777,24,2,0
24347.474110150615,8524.581943648409,63,0,0
29777.218668414305,22441.919714999367,28,1,0
61148.96141034072,13187.75826781897,45,1,1
52562.981571919125,8506.26961678574,58,1,1
47240.24995470981,28213.04032273012,40,1,0
50276.5089959809,29196.030045136373,62,2,1
55213.72558042507,8995.764342612949,40,1,0
41903.60479535958,0.0,67,1,1
38325.42911896531,25075.136898369223,45,1,0
52937.67882646522,8153.7017423999605,60,2,1
35324.40833577452,22906.255991627688,64,2,0
56123.79133571708,0.0,43,2,0
24461.245936432395,23925.973382993092,42,1,0
65437.33455988466,2888.280707192187,46,0,1
57088.96223619564,22307.641190665243,36,1,0
53840.44601470813,15142.730678364342,50,1,0
64740.36475918271,5460.605806033551,53,2,1
74982.11666693864,10929.636870732194,31,2,1
65215.55097527196,21863.18456956701,31,2,1
22386.88653002532,16058.944531152341,52,2,0
30806.345498964478,20844.129804724842,47,1,0
40627.72133456482,34764.405845154855,45,2,0
50391.36575316251,0.0,34,1,1
57764.88530703685,31172.125749686238,20,0,0
39113.84280269802,16043.55937523213,33,2,0
52801.50146715617,6012.159516768717,63,0,1
38669.256014700164,1696.8637426101013,47,1,1
40827.23295512078,13108.796092229664,69,1,1
28900.083547276667,24216.501119244593,46,2,0
36151.50130833643,13724.508796224658,62,2,1
29724.730915754997,30111.549302473475,32,1,0
35361.90120534001,488.2430994844108,63,2,1
65804.62694911759,14879.110521539455,42,1,0
35759.01666752085,2476.0655558688086,68,1,1
89485.73097256086,18636.318826249677,55,2,1
57399.76851321334,23868.873900973005,59,2,1
52772.54185542311,10792.382063189467,64,2,1
37124.6332972818,0.0,69,1,1
60504.64819113487,16989.481467964946,55,2,1
41365.43260643339,19367.385517335097,40,2,1
51830.147219680424,19042.947549616976,42,2,1
88401.26807403192,27357.82191822154,59,0,0
48559.10150413025,4289.463203509511,24,2,1
67239.09989428514,21802.161054504493,39,2,0
39452.35362311169,26925.07512477975,34,1,0
49475.17264254557,0.0,35,1,1
76562.00953453264,18196.518259189772,66,1,1
40595.494133183485,9958.201689923284,58,2,1
77186.72836995393,14184.773268983541,27,2,1
60616.279031832135,18476.764835383365,27,2,0
41562.99836158598,10127.714358864476,24,2,0
59486.116085832815,8242.919208383883,65,2,1
64588.316744400945,15341.524174880245,67,0,1
59327.149433257946,4127.540611371975,55,1,1
26446.629201643154,4141.748711148146,44,1,0
39092.94236262697,21793.732829565033,69,1,1
46287.22046672743,3512.0596484134385,50,0,0
48883.498563499306,21663.12500909212,18,2,0
59310.08146326017,19625.91292853951,61,1,1
52665.51501399881,0.0,51,1,1
29969.83461934848,8224.35347664345,21,1,0
55702.967765089445,26941.094030473723,34,0,0
59158.786179257346,5188.344688603183,21,2,1
58396.856718965595,10355.957376906124,60,2,1
66211.71088331932,19620.608932518964,43,2,1
62508.83231823356,22833.905092825953,21,0,0
56887.70118842655,12484.611139555043,18,2,0
48947.51432812029,9024.898053083583,24,2,1
25085.58599726013,29223.69861698508,47,2,0
56444.273286988784,32388.99663797579,67,0,0
53115.31530744667,24788.580507817955,26,2,0
54073.6825579306,15853.18142565024,52,2,1
30848.77136269536,6917.342783590736,25,2,0
33784.151893876064,6695.555934434347,41,2,1
65797.29279999355,20225.141052657575,36,1,0
49406.672692150176,19183.98220888684,53,2,1
60222.510460589365,29015.985929464296,67,0,0
50424.77564195692,21504.50092536139,69,2,1
50446.34209243618,0.0,60,0,1
64074.25708963996,25519.476177229186,44,1,0
42259.32907673939,5019.393726855871,49,1,0
51441.811654114754,11160.287280476485,31,2,1
43065.87066942436,17502.002062516945,35,0,0
43482.55658851527,34956.67489783964,45,2,0
45362.41814797041,46099.18556005361,46,2,0
53332.00657450569,21067.230591361826,33,0,0
42818.77067504784,13168.033812796122,52,0,0
68836.34188360281,20345.056484805504,64,0,1
36580.89046670744,23876.55425873836,48,2,0
47196.92533757961,11793.323744428082,21,2,0
43404.034125887374,32952.11355912322,54,1,0
71704.668265306,17300.70759191402,34,0,0
52948.32164767362,19977.430890913944,56,2,1
65477.66809202952,21659.242520544612,65,2,1
27716.59440444542,19215.866106144556,63,2,0
54005.75398803888,23389.40500469612,43,2,0
63344.46193435155,8827.468134530769,65,0,1
51234.259839131366,9416.982460539693,56,0,1
65982.20562598026,3998.457670283051,58,0,1
42240.673248494415,19395.012306202265,21,1,0
71140.2116027837,22789.36503512114,47,0,0
84483.47185428876,19577.728661518857,47,1,1
44557.42159340512,31744.924333475374,39,1,0
43317.462178988426,14944.039811709534,28,2,0
71800.7671567655,21687.416555925127,19,2,0
73693.58218596068,4082.991238606857,61,2,1
42157.09959270098,11129.00297525599,29,2,1
43697.19774356214,21955.377575657774,47,0,0
45773.230867092396,23491.02110743144,53,2,1
29833.242334485843,12060.330523358178,35,1,0
36220.22080273703,14284.007481419332,43,2,0
34937.88849871898,0.0,24,1,0
38483.03652343807,11429.707991933907,18,2,0
49479.72668919828,23903.83163519786,43,1,0
53513.22098804781,20752.050161065665,40,1,0
73257.50739221115,20006.657213812097,43,2,1
35024.68938891814,15497.7368718096,62,0,0
64764.83597714876,15070.631586281765,23,2,1
46790.16733661736,8396.78860526553,23,2,0
49258.044355213504,21988.28420202535,61,2,1
60122.29238249906,19209.7294438939,25,2,0
33159.16967656552,19920.188479927994,41,2,1
55736.14619276076,9739.651573324196,39,0,0
52496.78312319584,0.0,36,2,1
57386.76896012224,25971.527117536956,54,2,0
54337.52965861727,10211.625439915959,35,2,1
86829.50209866342,6372.242359568794,48,0,1
40433.900236230256,21934.789119139936,54,2,0
42035.04567497274,11079.873600808703,47,2,1
40652.89210362853,25599.36384046622,59,2,1
41667.843212596184,21170.059495766975,50,1,0
40439.19309040223,21835.693232004778,27,0,0
67835.24796661327,1340.4428879946572,54,1,1
71307.56371984782,27119.439853864005,29,2,0
41438.805593757854,17612.50531233856,47,2,0
37514.66640343657,11307.228607537969,44,1,1
57071.23334579606,16433.88467342251,56,0,0
41716.65433578543,0.0,26,1,1
59493.97726633266,19086.528114806708,38,1,0
53043.845312769496,4706.284918179284,29,2,1
27263.838275041522,1473.2971415646552,46,2,1
73212.57801995092,0.0,50,1,1
76938.16509643283,26126.88374989925,60,2,1
40808.16964273421,8707.366063072113,32,0,0
44184.47660096024,30337.277099164992,19,2,0
54287.98086087358,9641.98536947702,69,1,1
55016.851849805375,0.0,56,1,1
59878.164090092454,3834.7556005134084,61,1,1
80153.06808149524,27358.116200069388,35,2,1
47345.79158758926,13441.018220633325,20,2,0
38025.541331923196,9517.12703509399,24,2,0
29310.21157978209,16600.18225852788,60,1,0
39036.04940087121,20017.82736167545,35,1,1
49503.095406893044,26173.988159024608,61,0,0
76918.36795276681,29484.99229892926,55,2,1
42235.830514457426,11402.313542109143,54,0,0
53356.819274583475,1739.523139179617,50,2,1
49753.65655890872,10865.348388767241,61,2,1
67825.89910172127,17602.805065828863,48,2,1
87903.98638810433,5362.410737893892,28,1,1
42036.96840619519,5428.490851049572,21,1,0
42658.40836222667,18437.878815498854,35,0,0
65662.41315603608,14513.476484295488,21,2,1
60228.37234439467,15327.969954115864,66,2,1
77700.6098860405,7415.0466529993055,51,1,1
58758.92277988946,12695.992857942327,46,1,1
44610.61863819411,5757.668557316956,41,2,1
58859.82246038464,23901.984111247868,39,2,1
66630.55370874362,25352.493347237527,19,1,0
62307.23271796046,0.0,61,2,1
57609.11046660947,5704.891398075899,23,0,0
66000.1203438373,34.70744909920904,59,0,1
67539.4338566851,8499.760655931019,42,2,1
70732.38486556291,14165.620302096391,38,2,1
59730.64831384464,503.54780301469873,33,2,1
47493.22879524718,5781.401868746869,48,0,0
52200.705296499844,4960.426279185014,31,2,1
68097.63449762535,17072.67329398944,56,1,1
37745.964935191456,15693.443370362504,45,1,0
55530.099633093516,7782.624466627467,49,2,1
44099.91781508959,16768.20872139398,45,0,0
50431.17234402226,9533.199154127346,68,2,1
69176.77793910948,12283.448896739468,66,2,1
52866.48602029855,31734.52090298537,26,0,0
50696.54822234223,28404.61051790348,62,0,0
29602.15788530121,2004.1876307240236,39,0,0
61193.80349040831,23297.324178791743,49,0,0
59682.26271711613,23113.96554491592,22,2,0
82448.8208495819,3517.3671124738175,40,2,1
45383.32647570499,23187.776437548608,22,0,0
53287.254914959085,30379.31918412553,59,0,0
53740.75525566133,3774.5519375558615,49,2,1
73661.79919645212,5824.971789857364,27,2,1
48570.567014195716,25176.614668435024,56,1,0
54185.32288655509,17714.95310825648,32,1,0
59118.44764574809,20514.762752395232,24,2,0
52799.13684734537,18405.892164004967,46,1,0
43303.49578174208,18906.959209281442,64,0,0
52911.34989347462,1735.27871688917,20,2,1
66104.47624789659,25473.177066214485,36,2,0
34602.270508834095,26695.899924277735,27,2,0
51994.54511220314,12706.092559319723,45,2,1
39498.1877759124,14565.230501861375,46,2,1
67925.69943387264,0.0,32,1,1
27152.19642824338,20142.547560178347,52,1,0
41616.17229092617,20720.57441714144,23,0,0
55658.17812596781,14378.08983000689,29,0,0
73482.86043851511,26243.533598705028,64,2,1
49013.746083905186,11659.227690200594,55,2,1
41672.00709960202,20646.059258936002,30,2,0
78217.35604160884,4803.356613078844,46,2,1
28279.79149375634,14764.47849125762,36,0,0
20000.0,13256.457420971641,20,0,0
56600.216750799984,17253.079220409418,25,2,1
42469.18663471083,11304.730711666414,25,2,0
34681.5077430393,13685.274043283322,37,2,1
60625.3467094903,23260.471714415064,64,2,1
53657.010706567984,10632.357627617825,21,2,0
41538.820538949076,0.0,68,2,1
30795.434019936583,32495.839042054205,38,0,0
63086.859924202174,28814.540786904865,20,2,0
59753.017669379915,2077.373048943813,62,2,1
48512.36204330926,21897.078052451943,25,1,0
77699.554940715,9970.252294486569,40,2,1
33948.72850510771,17634.872153310596,33,1,0
27117.122436128917,17942.241290134938,30,2,0
39621.378951781335,12655.92199683678,20,0,0
49316.209754667536,7162.343344136035,65,2,1
53650.091739840376,8094.589476837406,26,0,0
46381.459132155054,5838.080845187575,31,2,1
55280.83094771445,6681.777917695552,30,0,1
31226.90863714334,14328.217099506448,24,1,0
71656.46906109889,7842.400108892482,32,1,0
48767.732324111465,21820.5206571262,24,2,0
66759.43747382192,29872.461553359273,55,1,0
55140.88019566556,9199.46758629957,51,0,0
56851.29828730676,17394.04500535377,58,2,1
58546.50920348306,19996.851103029338,39,2,0
56715.628400259724,19720.022709192745,41,2,1
59640.84139801316,15759.552679160874,66,0,0
69937.28795198648,22426.824183597222,54,2,1
52947.817545522055,19822.489526806574,61,1,1
60635.05636382769,2623.3757767270217,18,0,0
48653.964585691596,23691.56064389273,27,2,1
71601.75823174209,23872.90837266742,60,2,1
39854.115469110955,7367.138958214185,33,2,0
77014.10649366223,15379.37835447602,63,1,1
49397.63074033485,21833.289928110695,25,1,0
28538.373468229278,12906.861804206384,66,1,1
51921.56622366184,25729.78047766012,42,2,0
39784.22513787678,38638.72494619361,67,1,0
62609.65323483086,7140.1396736501765,29,1,1
40210.640310464136,1189.5539684622509,42,1,0
43307.248501778304,18038.185956048757,34,2,0
21656.889035817036,22215.625051261435,43,1,0
43215.405211263846,12691.336261552311,63,2,1
20000.0,29532.606633210344,65,1,0
26241.45764771415,1613.9420027675114,31,2,0
61406.21984216446,21929.18623031611,58,0,0
61787.00237976248,8941.391792411066,53,2,1
56381.86342677447,32193.77906207297,40,2,0
35495.3578530618,34925.15353168118,60,0,0
49284.3296578703,7333.434122166521,23,2,0
49945.96191364148,9504.428640914199,64,1,1
32624.529662111858,23595.87886979802,22,2,0
72550.97452650726,11128.693502104854,60,2,1
63160.43435863507,14545.887820677617,42,1,1
46685.53739255504,15253.884205424101,35,0,0
50403.28758491796,0.0,30,1,1
53125.74211921329,14861.622539057627,60,0,0
20000.0,8102.722259358262,31,0,0
46292.339262191046,10068.771776002279,45,0,0
39770.23628003302,29436.320034688142,35,1,0
34975.69985157627,2434.9310572074373,45,2,1
45783.495606710676,23132.05186747977,68,0,0
76965.29790274284,12210.370696681915,44,0,1
59612.64291900515,12202.398315041657,49,2,0
41432.31515325805,22903.718960517115,64,0,1
58588.74172034238,18400.512945688904,26,0,0
70990.33154879004,20706.12997219531,57,0,1
63869.50524369153,24681.84660532861,49,2,1
50894.45554880261,11686.916168166772,37,2,1
40295.94833441639,8877.632654922498,45,1,1
60473.34970420385,4148.49473442202,50,2,1
55902.28078132625,6745.894700210449,21,2,0
63427.89830041598,44490.94425308725,63,2,1
59527.57702522954,27446.795807367867,51,2,0
65743.29072979002,1489.2563379197873,65,2,1
41971.47182659148,1775.4204325642986,20,1,0
69760.91098451489,19818.660617184916,43,0,1
52963.994070386,20472.64797377967,25,1,0
81128.91308937898,20488.838353173644,23,2,1
39662.18272865648,12450.44206446302,33,2,1
76039.45704747873,13745.457399970997,41,2,1
52968.66175193972,18278.795241593572,65,2,1
40228.72994578327,15858.930062933305,56,0,0
42741.71248918518,0.0,47,2,1
45194.7903770852,12702.003694248062,62,2,1
56362.48919602875,6485.9356573968635,30,2,1
57842.5323205325,16752.11418908512,22,2,0
41394.49994092131,44852.5900260341,42,2,0
49634.68111608526,18674.816654743045,37,1,0
82134.05537917795,11864.703138276021,35,2,0
75913.14755151067,24218.015019772523,64,0,1
56544.85504511048,19826.878872092126,35,2,1
50570.05217252301,19200.944904518412,19,2,1
51800.46990077392,21068.50593215671,27,1,0
59202.769590956246,35565.43564829542,62,2,1
34658.111522023915,3691.1156467408437,67,1,1
46139.35193864982,19736.320768114543,64,1,0
24971.238891836158,5736.188700184615,29,1,0
55988.34683907919,20555.126463422483,64,2,1
59707.939095541115,5813.134885139056,30,2,0
42752.20306550939,10826.331863949155,67,2,1
73609.80144935049,12049.100857620937,64,0,1
31613.515054964882,24758.16719344709,28,2,0
28034.376796852695,24184.54443942414,36,2,0
53366.77727839958,2542.826235536155,52,1,0
65706.47453918232,15549.341109998488,56,0,0
75258.91537186803,7904.201452508274,43,1,1
43116.7360569659,2414.9508932466542,63,2,1
66180.21250146943,12829.829495756296,31,2,1
49422.372957489395,11915.172115441803,62,2,1
47410.59050088771,39267.164863455226,61,1,0
63254.89906230009,19329.59825360696,41,2,1
59784.84317620129,1223.8249924576266,58,0,1
26354.11764523626,9352.259958290579,18,1,0
72148.10524588844,25213.832954293983,68,2,1
70701.37031221177,35884.42772869925,60,0,1
40616.55947735706,0.0,39,2,1
55937.05300156114,0.0,40,1,1
57410.45279424108,33709.65175371782,36,2,0
53910.10648735861,18896.141773709038,35,1,0
41745.422692318694,6317.0726812363355,29,2,1
39925.64948092923,20346.290861224352,45,0,0
49616.688935128324,0.0,45,0,1
67590.93528889047,15033.75506597161,50,2,1
58154.002318916486,18278.21172843085,36,1,0
44440.78501870841,24242.701395378295,45,2,0
61575.48065972517,4861.040477074623,69,2,1
20000.0,15856.871614033591,66,1,0
67231.48550558156,5745.7537394041265,54,1,1
23904.293318328506,17553.837556743172,43,2,0
44563.38587895302,6046.536776369758,52,2,1
33204.95158060784,10918.991608397793,51,2,1
30579.777864186413,5041.84605209771,52,2,1
67412.4018106778,21511.36241823657,57,2,1
42984.48198032163,23584.511166566655,33,0,0
55197.55822596073,12653.794300425863,55,2,1
49296.19131681224,15382.379949600283,30,2,0
57155.612408346824,514.0858536645592,40,0,1
51152.32836590383,12003.23351993213,39,1,1
30755.116637171457,14497.953829582551,33,0,0
64944.002291707104,41207.93091029975,45,1,0
42593.65125258031,3880.3297422583637,65,2,1
26651.271520103735,29641.772387524376,52,1,0
43578.27258551131,24968.587734658082,62,0,0
72511.39685951466,17806.364044901362,63,1,1
62753.32613170239,32586.204841951334,25,2,0
44770.21798388211,18721.05472606863,61,2,1
44761.13443522357,18891.591956679287,39,1,0
45175.47423173926,14468.793469824546,38,0,0
81151.21975341262,27235.688824186276,43,2,1
55729.0317834733,25964.692338108835,57,2,1
56450.624707866045,8743.227125037876,38,1,1
65454.25181047763,1807.5280540123258,42,0,1
53581.8373853977,12970.193626043429,58,0,0
46114.36781268945,6999.614356023536,18,0,0
47054.75226372533,14364.75425384645,23,2,0
48925.98110878904,27374.381346841394,40,2,0
49441.66645235238,10426.9834491321,68,1,1
60914.4431545547,14571.766186884252,40,2,1
50779.18828710949,15580.227348083952,60,1,1
60989.60115823369,23484.308822052844,60,2,1
48789.251298371266,0.0,40,2,1
51179.52785474136,8932.997052347033,49,0,0
20026.989732018385,17112.836922794726,47,1,0
63744.91512053722,27000.789564268613,30,2,1
55197.32713846989,10080.975524937949,60,0,0
64970.15164789478,0.0,35,1,1
20000.0,21197.114459661363,40,2,0
81325.62057171091,8646.376111743706,32,2,1
47906.15557767239,3103.333409096387,50,1,1
66622.74225106275,8756.54610286776,38,2,1
34401.411093117036,13154.746423441504,56,1,0
59191.608575938546,8952.553354617872,40,2,1
34198.76655239516,0.0,44,2,1
40643.465589562926,23970.66196887132,62,2,1
78710.4703080018,27748.750412787223,61,1,1
47139.7639885498,21515.219913395056,35,2,0
53261.49309769584,3623.1432957518336,41,2,1
63051.015960331315,12985.08466052482,68,1,1
57435.22831958907,14934.78684770542,64,0,0
52256.28357715365,20987.9438956191,57,0,0
55474.41503699338,21683.404887180808,68,0,0
86051.23377857413,7658.262012215043,59,2,1
49135.71804449622,15819.955564135604,24,1,0
53016.485700724515,19572.80404615241,67,1,0
65759.81594011417,29558.223221467666,65,2,1
66582.88899436976,22045.065398247232,37,1,0
67805.4545834057,22890.56687375519,44,2,1
59580.95333043777,15838.26627929361,23,0,0
32854.92630904275,29104.591452035038,44,2,0
74501.47298451644,19097.627959594975,26,2,0
32804.81910471968,6389.120898264295,62,2,1
54539.531978585495,29033.699701251906,48,1,0
38685.86224970963,21979.032725390276,38,2,0
49037.92480110511,10569.559788715178,43,0,0
54931.436154552204,10205.070326007566,57,0,1
54820.35823175409,17965.75545140762,65,0,1
56328.81131352927,19631.847952675846,62,2,1
74205.6690358797,16972.922656312065,30,1,1
56803.014522709695,18113.08673442885,66,2,1
46337.65047064027,31999.573745763806,40,0,0
64461.307524325355,25715.43152234886,37,1,0
67842.05733386961,16906.355912650244,54,2,1
31585.88277294511,24413.10580767483,45,1,0
58961.00104774787,4674.7609647246045,34,2,1
60517.591134663475,18979.27049946809,45,1,0
45536.54744960012,33093.0634973311,58,2,1
70635.6021996743,12819.541046076261,19,2,1
47749.1661945121,6523.660713809151,42,1,1
51883.64680207313,8479.111114069394,67,1,1
47403.922635741954,4103.669626576117,58,2,1
50233.685713722014,7152.380918722966,23,2,1
33555.87369657197,11294.91901409971,28,1,0
28399.236761085584,944.3298082135807,55,1,1
73917.57594837458,15156.18333949603,23,2,1
37295.57977522508,24022.77173786647,62,2,1
35129.114758155396,5922.4381985307955,28,1,0
20000.0,30192.839236417687,31,1,0
40415.57378465746,20107.920885275948,19,1,0
30153.653098887524,25305.80585624057,57,2,1
74630.22740204554,8421.654461478629,20,1,1
65147.25634013952,23545.252270666155,52,2,1
39677.74482233414,4080.6609960468704,50,1,0
83786.53708016463,23902.475008365087,41,1,1
64726.48230487391,16718.393397935313,36,2,1
45127.529247370665,20532.512199847835,35,2,0
20000.0,3244.0539437514835,66,2,1
84364.13858886113,6049.301577233953,69,1,1
29156.41299854606,20972.282182533847,41,2,0
25319.01879564662,5516.519957757993,62,2,1
65338.5564801446,19632.06292099123,52,1,1
86596.28609508909,1328.621935397543,18,0,0
70764.09227765776,23481.74212666668,53,1,0
58458.636800785396,2674.7668523149096,42,1,1
58921.315124979286,20522.999376795233,62,2,1
62801.23338170462,21256.30933646001,66,1,1
61383.92884680148,8032.281815704251,60,2,1
54217.87135954064,20820.265670847268,51,2,1
51563.01655927814,17604.42263333556,42,2,1
49061.103081507164,9611.581438072617,33,2,1
38690.531166999855,4914.453159237919,51,0,0
45789.87384699839,0.0,46,1,1
24605.647787069218,18496.500472996937,36,0,0
48524.90559807875,0.0,40,2,1
35171.133392736236,15953.441994413082,36,1,0
33446.160241763435,12365.517839177508,42,2,1
52698.41226730218,21791.427754381955,33,1,0
70880.034295169,11979.545005101358,68,0,1
63774.7490900347,11705.522136529085,26,1,0
26442.490945652346,22318.707042882954,18,2,0
35155.57795144494,18350.580290841175,59,2,1
64111.567819823234,18161.559571827784,36,1,1
35262.68909692536,19692.67589808526,50,2,0
46630.50275004463,0.0,51,0,1
58250.78148536828,22567.88679986982,33,2,1
35474.83317704547,21124.687940136024,61,2,0
51580.6325921894,4833.168714235027,57,1,1
29989.617576226934,12559.195263257987,35,2,0
40979.48534073179,14606.927123723688,51,0,0
54796.72901213806,13655.032155982673,42,2,1
26105.09399702496,18338.599665685346,62,0,0
56607.121069405985,29313.667818311835,23,2,0
49705.433016099785,25817.667276728287,38,1,1
58287.34931625721,1877.8080656859383,23,2,1
53358.712010969924,21220.699903060486,49,2,1
70462.10644960766,28289.3331953541,58,2,1
51878.36753971861,18868.085206892025,65,2,1
43558.91688312121,25909.80425185967,60,2,0
51834.46254548425,35122.704457007654,56,0,0
58149.470435545816,25237.095461069814,48,1,0
50732.901054885566,17493.08595641729,59,1,1
50608.87536805824,25450.884740847534,27,2,0
39470.12468289867,16448.878330968913,47,1,1
40056.48623673578,15239.030432849555,69,2,1
28960.920923004596,11485.857642862675,35,2,1
76243.65114780409,30634.13358832108,41,1,0
31342.051469130725,6815.713340579986,69,1,1
39606.42203306139,30323.67724678116,26,1,0
39223.89101646204,19998.641237403714,48,1,0
63423.86565416662,1006.938251980584,32,1,1
45575.75482561958,18676.492929914217,21,0,0
68716.131090106,0.0,57,2,1
39897.640636341974,21255.080168310356,26,2,0
54184.91243335703,23852.31482988991,62,1,1
37469.794201103636,9076.440443479463,26,1,0
82177.23691660083,16235.476959555823,43,0,0
32186.02371455731,34541.57433750286,21,2,0
54647.31065340541,9942.532957380634,34,2,1
59506.65321398148,4410.924129433995,33,0,1
56206.986461772474,29816.634024625986,32,0,0
47220.68511683438,34625.87190530795,52,2,0
48052.689503998605,15036.956718478474,69,2,1
50657.17207968664,25114.630354083565,22,0,0
47794.96997557267,28414.759155308813,22,2,0
64458.18675192365,7575.15767461616,37,1,1
83157.84502387026,10146.941646321317,32,1,1
41637.623224882496,27308.74513154735,35,2,0
29452.955306313834,31850.142787085093,64,2,0
48675.76927473118,20628.80860174355,19,1,0
88695.64006481477,6201.856464979457,46,2,1
37944.88148045404,34870.61111699441,30,1,0
74586.75208166102,9690.291021880355,21,2,1
75165.51221114662,11648.622188285482,59,1,1
41696.176374380084,18423.378344896213,62,2,1
58534.74618777913,30541.604207147742,27,2,0
74425.94934692807,23539.759765522234,48,0,0
44313.08388518769,19148.655003619104,58,2,1
46946.29459846457,19632.885301181064,25,2,0
41274.786290770346,15435.14668643466,20,2,0
34778.649039607,20581.395145185063,65,1,0
40260.83682400989,0.0,63,2,1
31640.895998566153,12033.925409302017,26,2,0
50511.25202388839,17413.21934916781,47,1,0
38450.40153412038,3489.8591638049293,28,2,0
53506.788676861215,18863.2331781156,52,0,0
26661.56530694559,12955.287790138784,54,0,0
54963.20348321686,32554.7569831549,59,2,1
62502.93442413387,30730.197252148566,30,2,0
20093.96536142817,10341.944308818373,53,2,0
55610.848547713584,13491.622884333046,30,0,0
68415.03488709938,14260.524343916073,29,2,1
31855.38471963192,10483.405238403773,54,0,0
75088.58580256555,16950.249840281267,27,0,1
56285.285140490676,7417.179311124098,26,0,0
39424.82216362387,3693.846650624737,69,2,1
49163.46383513441,21227.112239002687,24,2,0
58374.903687825834,21295.295842218107,19,2,0
51140.080871186176,6956.842403400076,40,2,1
58081.33988669554,23953.554307625996,56,0,0
36189.89610380951,8684.222708346686,57,2,1
52540.41236054117,17531.65238037981,56,1,1
28794.282546425296,23203.44012612456,38,1,0
48331.60907976949,14663.87435296287,40,0,0
36441.38537802815,19547.409121411343,46,2,0
38967.050861153504,9835.703561124283,31,2,1
68541.39762815656,13035.334165719029,43,2,1
66369.65180891403,12941.405691196596,68,1,1
59137.071813607654,7534.216534597611,22,0,0
33615.308529911315,13232.25836884218,48,2,0
45253.87325457797,0.0,42,0,1
68196.46549968775,10088.462528578953,48,2,1
52125.753704598574,12151.245066303292,67,2,1
84789.94309972541,12438.202475046199,37,0,1
55899.76759091558,12585.025541292212,61,2,1
52880.73674735047,14382.35800139871,34,2,1
45363.25303696248,19794.41518086064,62,0,1
52003.11357173423,23745.170741325226,19,2,0
47712.952454291844,8502.34773151733,42,1,0
